user_id,email,registration_date,user_country,age,gender,income_bracket,phone_verified,risk_score
120,user_120@hotmail.com,2023-04-10,ES,28.0,F,low,Yes,98.16
121,user_121@gmail.com,2022-03-28,PL,68.0,F,low,True,15.8
122,user_122@yahoo.es,2022-01-11,ES,34.0,F,,1,67.15
123,user_123@hotmail.com,2021-03-25,ES,,M,low,False,23.72
124,user_124@gmail.com,2020-10-10,FR,52.0,M,very_high,1,50.02
125,user_125@yahoo.es,2022-11-09,RO,52.0,M,,True,80.05
126,user_126@hotmail.com,2022-10-07,NL,50.0,M,medium,no,48.86
127,user_127@gmail.com,2020-07-05,GB,22.0,F,high,no,80.55
128,user_128@yahoo.es  ,06/04/2020,RO,59.0,F,low,1,42.63
129,user_129@hotmail.com,2020-08-12,DE,56.0,M,low,no,99.94
130,user_130@gmail.com,2020-11-09,GB,58.0,F,medium,0,43.58
131,user_131@yahoo.es,2023-07-09,RO,45.0,F,medium,1,14.94
132,user_132@hotmail.com,2020-11-23,RO,24.0,M,low,No,40.19
133,user_133@gmail.com,2023-10-25,NL,26.0,,,0,74.26
134,user_134@yahoo.es,2022-05-14,TR,25.0,M,medium,No,84.79
135,user_135@hotmail.com,2023-05-06,GB,29.0,M,very_high,yes,46.01
136,user_136@gmail.com,2020-05-10,DE,51.0,F,high,yes,59.45
137,user_137@yahoo.es,2022-02-27,NL,50.0,M,medium,1,84.49
138,user_138@hotmail.com,2022-02-20,IT,65.0,M,medium,0,81.35
139,user_139@gmail.com,2023-05-05,PL,72.0,F,medium,no,65.77
140,user_140@yahoo.es,2022-08-16,NL,40.0,Prefer not to say,very_high,0,81.5
141,user_141@hotmail.com,2022-12-19,NL,41.0,M,,yes,57.59
142,user_142@gmail.com,2021-05-29,FR,54.0,M,,1,0.46
143,user_143@yahoo.es,2023-02-07,FR,52.0,M,high,Yes,4.13
144,user_144@hotmail.com,2020-01-24,DE,,M,very_high,False,97.98
145,user_145@gmail.com,2023-10-25,US,57.0,M,low,False,14.5
146,user_146@yahoo.es,2020-08-22,GB,39.0,F,low,False,40.45
147,user_147@hotmail.com,2023-10-28,IT,44.0,M,low,no,93.38
148,user_148@gmail.com,2023-01-04,DE,52.0,M,low,0,19.5
149,user_149@yahoo.es,2021-06-30,RO,18.0,F,medium,no,84.38
150,user_150@hotmail.com,2023-08-05,RO,52.0,M,medium,yes,81.83
151,user_151@gmail.com,2021-11-27,FR,54.0,M,medium,False,98.63
152,user_152@yahoo.es,2020-08-16,ES,64.0,M,low,yes,28.17
153,user_153@hotmail.com,2021-08-24,RO,31.0,Other,low,0,31.53
154,user_154@gmail.com,2022-06-09,ES,20.0,M,low,yes,90.29
155,user_155@yahoo.es,2020-11-19,ES,18.0,F,medium,Yes,23.41
156,user_156@hotmail.com,2022-07-18,RO,22.0,F,high,no,54.79
157,user_157@gmail.com,2020-01-07,RO,43.0,M,low,1,70.73
158,user_158@yahoo.es,2021-06-23,ES,72.0,Prefer not to say,low,yes,27.19
159,user_159@hotmail.com,2022-10-22,TR,31.0,M,medium,yes,93.84
160,user_160@gmail.com,2020-12-31,NL,56.0,M,medium,1,66.57
161,user_161@yahoo.es,2022-11-05,FR,44.0,F,medium,0,4.71
162,user_162@hotmail.com,2020-08-05,NL,26.0,F,high,0,13.57
163,user_163@gmail.com,2023-07-04,IT,32.0,F,low,no,19.08
164,user_164@yahoo.es,2021-09-03,TR,32.0,M,high,yes,24.5
165,user_165@hotmail.com,2023-08-01,TR,43.0,M,medium,Yes,73.07
166,user_166@gmail.com,2022-11-05,NL,59.0,F,medium,False,8.89
167,user_167@yahoo.es,2023-06-01,NL,30.0,M,very_high,Yes,35.06
168,user_168@hotmail.com,2021-02-11,RO,,M,low,1,91.14
169,user_169@gmail.com,2020-11-09,US,49.0,M,medium,1,55.67
170,user_170@yahoo.es,2022-02-04,RO,56.0,M,medium,No,26.55
171,user_171@hotmail.com,2020-11-26,ES,66.0,F,medium,False,95.71
172,user_172@gmail.com,2023-01-09,US,69.0,M,high,yes,24.43
173,user_173@yahoo.es,2022-12-22,DE,49.0,Prefer not to say,high,1,90.51
174,user_174@hotmail.com,01-02-2020,RO,21.0,M,high,No,72.58
175,user_175@gmail.com,2023-05-11,TR,47.0,F,medium,0,74.05
176,user_176@yahoo.es,2021-10-25,IT,54.0,,low,1,76.49
177,user_177@hotmail.com,2022-09-27,TR,40.0,M,medium,True,50.66
178,user_178@gmail.com,2020-02-09,ES,56.0,M,high,False,81.46
179,user_179@yahoo.es,2020-08-17,NL,62.0,M,low,No,83.62
180,user_180@hotmail.com,2022-01-13,PL,32.0,F,medium,False,36.05
181,user_181@gmail.com,2021-09-21,PL,,,high,False,40.03
182,user_182@yahoo.es,2021-05-05,RO,46.0,,medium,True,88.88
183,user_183@hotmail.com,2020-04-28,US,53.0,M,medium,Yes,52.47
184,user_184@gmail.com,2021-05-08,NL,30.0,M,high,0,86.69
185,user_185@yahoo.es,2023-03-07,IT,49.0,M,low,False,62.68
186,user_186@hotmail.com,2020-06-10,GB,24.0,F,low,1,59.36
187,user_187@gmail.com,2020-06-24,FR,68.0,F,medium,no,3.1
188,user_188@yahoo.es,2022-09-22,FR,39.0,F,medium,0,27.79
189,user_189@hotmail.com,2020-05-21,US,45.0,M,high,1,50.21
190,  user_190@gmail.com,2022-12-26,PL,19.0,F,low,0,58.73
191,user_191@yahoo.es,2020-09-14,NL,59.0,M,medium,yes,63.04
192,user_192@hotmail.com,2020-09-19,FR,62.0,F,,0,71.62
193,user_193@gmail.com,2023-09-13,FR,74.0,F,,No,65.62
194,  user_194@yahoo.es,2022-08-31,PL,70.0,F,medium,1,84.86
195,user_195@hotmail.com,2023-01-30,PL,23.0,F,medium,no,29.55
196,user_196@gmail.com,2020-12-04,FR,45.0,M,low,1,64.16
197,user_197@yahoo.es,2021-06-26,DE,45.0,F,low,yes,5.12
198,user_198@hotmail.com,2022-12-16,GB,61.0,,medium,0,48.02
199,user_199@gmail.com,2023-05-27,FR,61.0,F,low,False,26.8
200,user_200@yahoo.es,2022-05-16,RO,37.0,M,,no,38.09
201,user_201@hotmail.com,2021-03-09,DE,47.0,F,medium,1,35.47
202,user_202@gmail.com,2023-01-09,FR,28.0,F,high,yes,6.04
203,user_203@yahoo.es,15 Feb 2021,FR,72.0,F,medium,no,46.66
204,user_204@hotmail.com,2021-09-30,FR,45.0,F,medium,True,99.46
205,user_205@gmail.com,2022-03-28,NL,42.0,F,low,True,29.89
206,user_206@yahoo.es,2023-10-07,FR,56.0,F,high,0,73.61
207,user_207@hotmail.com,2023-08-23,GB,50.0,F,high,Yes,54.78
208,user_208@gmail.com,2022-02-03,NL,18.0,F,low,0,32.52
209,user_209@yahoo.es,2022-06-16,NL,74.0,M,high,yes,8.96
210,user_210@hotmail.com,2022-11-25,TR,44.0,Other,low,0,21.59
211,user_211@gmail.com,2022-07-13,FR,74.0,F,low,False,78.19
212,user_212@yahoo.es,2020-09-04,PL,69.0,F,low,False,27.9
213,user_213@hotmail.com,2021-05-22,RO,30.0,M,,No,14.43
214,user_214@gmail.com,2021-04-05,NL,58.0,M,medium,yes,33.13
215,user_215@yahoo.es,2020-05-11,ES,20.0,F,,Yes,58.4
216,user_216@hotmail.com,2021-11-23,RO,56.0,M,low,no,70.35
217,user_217@gmail.com,2020-02-13,DE,23.0,F,medium,yes,38.74
218,user_218@yahoo.es,2023-04-19,DE,25.0,F,medium,yes,49.81
219,user_219@hotmail.com,2023-02-08,TR,44.0,M,high,Yes,45.49
220,user_220@gmail.com,2021-04-16,NL,26.0,F,low,yes,0.9
221,user_221@yahoo.es,2023-04-20,FR,54.0,F,low,Yes,39.56
222,user_222@hotmail.com,2021-03-27,FR,50.0,F,,Yes,58.73
223,user_223@gmail.com,2020-01-15,DE,68.0,F,high,Yes,56.99
224,user_224@yahoo.es,2020-05-25,GB,59.0,M,medium,yes,74.98
225,user_225@hotmail.com,2023-07-16,TR,61.0,F,medium,yes,67.04
226,user_226@gmail.com,2020-04-30,RO,41.0,M,medium,0,27.68
227,user_227@yahoo.es,2021-04-13,FR,32.0,F,very_high,yes,25.56
228,user_228@hotmail.com,2020-05-18,PL,71.0,F,high,0,46.41
229,user_229@gmail.com,2020-03-05,TR,,M,high,No,73.3
230,user_230@yahoo.es,2021-11-07,FR,49.0,F,medium,True,9.38
231,user_231@hotmail.com,2020-05-25,RO,41.0,F,low,True,94.83
232,user_232@gmail.com,2022-11-18,FR,58.0,M,very_high,No,54.32
233,user_233@yahoo.es,2021-05-02,GB,69.0,Prefer not to say,medium,No,30.64
234,user_234@hotmail.com,2021-07-24,FR,66.0,M,medium,1,69.34
235,user_235@gmail.com,2023-10-02,NL,66.0,M,medium,0,4.47
236,user_236@yahoo.es,2022-09-21,IT,69.0,F,high,Yes,48.44
237,user_237@hotmail.com,2021-03-14,GB,29.0,F,medium,no,48.6
238,user_238@gmail.com,2023-01-09,FR,56.0,F,medium,1,16.2
239,user_239@yahoo.es,2020-09-27,TR,19.0,F,high,False,83.74
240,user_240@hotmail.com,2023-03-15,IT,20.0,F,medium,0,79.68
241,  user_241@gmail.com,2023-03-26,PL,66.0,F,low,yes,15.27
242,user_242@yahoo.es,2022-08-26,NL,54.0,M,very_high,No,36.38
243,user_243@hotmail.com,2021-05-12,IT,66.0,M,very_high,True,10.04
244,user_244@gmail.com,2022-08-26,NL,73.0,M,high,0,84.86
245,user_245@yahoo.es,2022-04-13,GB,34.0,M,medium,No,32.33
246,user_246@hotmail.com,2021-01-24,NL,66.0,F,,no,43.93
247,user_247@gmail.com,2020-07-12,RO,19.0,M,high,no,32.39
248,user_248@yahoo.es,2020-07-17,PL,19.0,M,medium,0,31.0
249,user_249@hotmail.com,2023-09-11,DE,45.0,M,high,yes,74.73
250,user_250@gmail.com,2022-06-01,GB,,F,high,0,74.76
251,user_251@yahoo.es,2021-12-26,PL,40.0,F,medium,yes,51.78
252,user_252@hotmail.com,2022-05-17,NL,54.0,F,high,0,65.76
253,user_253@gmail.com,2022-04-21,ES,49.0,F,high,False,51.17
254,user_254@yahoo.es,2022-08-14,GB,50.0,F,low,True,2.86
255,user_255@hotmail.com,2020-04-20,ES,18.0,F,medium,0,6.6
256,user_256@gmail.com,2023-10-11,FR,36.0,M,low,No,38.37
257,user_257@yahoo.es,2023-08-31,RO,19.0,F,medium,False,74.97
258,user_258@hotmail.com,2023-08-16,GB,70.0,F,low,no,91.32
259,user_259@gmail.com,2020-07-20,IT,61.0,F,medium,1,2.97
260,user_260@yahoo.es,2020-05-04,NL,43.0,F,high,0,36.8
261,user_261@hotmail.com,2022-04-04,DE,49.0,F,very_high,yes,22.38
262,user_262@gmail.com,2021-11-25,ES,23.0,F,medium,False,81.52
263,user_263@yahoo.es,2020-08-11,ES,49.0,F,medium,Yes,84.6
264,user_264@hotmail.com,2021-05-24,GB,72.0,M,medium,1,20.64
265,user_265@gmail.com,2021-01-27,PL,21.0,F,very_high,True,71.08
266,user_266@yahoo.es,2021-01-24,NL,72.0,M,medium,0,73.18
267,user_267@hotmail.com,2023-01-03,TR,28.0,F,medium,0,17.71
268,user_268@gmail.com,2022-07-07,GB,73.0,F,very_high,False,43.37
269,user_269@yahoo.es,14/10/2020,IT,34.0,M,,no,62.03
270,user_270@hotmail.com,14/05/2022,US,55.0,F,high,True,2.61
271,user_271@gmail.com,2021-01-10,PL,41.0,M,high,Yes,40.46
272,user_272@yahoo.es,2021-07-24,NL,22.0,F,very_high,1,15.5
273,user_273@hotmail.com,2022-08-05,DE,69.0,M,medium,No,54.19
274,user_274@gmail.com,2021-05-26,DE,-6.0,F,medium,True,84.29
275,user_275@yahoo.es,2020-06-03,US,,M,high,0,52.48
276,user_276@hotmail.com,2022-06-26,TR,39.0,F,medium,False,3.6
277,user_277@gmail.com,2023-02-01,FR,28.0,M,medium,Yes,2.97
278,user_278@yahoo.es,2020-07-19,DE,65.0,,low,False,60.55
279,user_279@hotmail.com,2020-04-13,GB,33.0,F,low,1,32.8
280,user_280@gmail.com,2023-08-28,ES,50.0,Prefer not to say,medium,yes,57.27
281,user_281@yahoo.es,2023-01-12,RO,156.0,F,medium,yes,16.36
282,user_282@hotmail.com,2020-01-31,FR,23.0,F,medium,True,77.69
283,user_283@gmail.com,2020-07-10,NL,33.0,M,medium,False,86.07
284,user_284@yahoo.es,2021-04-29,US,46.0,M,medium,No,88.92
285,user_285@hotmail.com,2020-12-06,FR,20.0,M,medium,No,30.41
286,user_286@gmail.com,2022-04-12,FR,37.0,F,,yes,66.07
287,user_287@yahoo.es,2022-09-21,ES,,F,medium,yes,27.9
288,user_288@hotmail.com,2022-09-12,RO,36.0,M,medium,False,76.28
289,user_289@gmail.com,2021-03-13,FR,,F,,no,12.05
290,user_290@yahoo.es,2022-04-01,ES,20.0,F,medium,0,76.28
291,user_291@hotmail.com,2020-04-30,TR,36.0,F,medium,False,43.97
292,user_292@gmail.com,2020-12-03,FR,37.0,,medium,Yes,85.55
293,user_293@yahoo.es,2022-02-15,DE,49.0,M,medium,True,73.89
294,user_294@hotmail.com,2020-01-05,GB,24.0,F,high,1,37.65
295,user_295@gmail.com  ,10/03/2022,TR,69.0,F,low,no,90.35
296,user_296@yahoo.es,06-27-2021,RO,,M,high,No,28.33
297,user_297@hotmail.com,2022-07-20,FR,50.0,,low,no,96.7
298,user_298@gmail.com,2021-08-07,DE,,F,very_high,False,76.72
299,user_299@yahoo.es,2022-05-16,IT,56.0,F,medium,Yes,99.07
300,user_300@hotmail.com,2023-02-12,GB,35.0,F,medium,no,5.39
301,user_301@gmail.com,2023-09-17,FR,57.0,M,medium,yes,27.4
302,user_302@yahoo.es,2022-09-23,US,18.0,M,low,No,74.13
303,user_303@hotmail.com,2020-11-13,ES,,F,,no,92.22
304,user_304@gmail.com,2021-01-23,ES,45.0,M,low,No,2.88
305,user_305@yahoo.es,2021-08-30,NL,74.0,M,medium,1,0.0
306,user_306@hotmail.com,2021-03-21,FR,42.0,M,medium,No,25.62
307,user_307@gmail.com,2020-04-29,IT,67.0,M,high,no,85.28
308,user_308@yahoo.es,2023-04-01,TR,40.0,M,low,Yes,76.72
309,user_309@hotmail.com,2023-01-15,IT,,M,high,No,34.03
310,user_310@gmail.com,2020-05-04,NL,47.0,M,medium,No,0.2
311,user_311@yahoo.es,2021-10-04,GB,59.0,M,low,False,55.47
312,user_312@hotmail.com,2020-04-27,NL,52.0,,medium,False,23.8
313,user_313@gmail.com,2020-04-12,GB,24.0,F,low,yes,74.56
314,user_314@yahoo.es,11/04/2023,PL,33.0,F,low,True,44.63
315,user_315@hotmail.com,2022-09-03,GB,,M,medium,0,67.86
316,user_316@gmail.com  ,26 Oct 2022,NL,65.0,M,medium,Yes,85.23
317,user_317@yahoo.es,2022-12-23,TR,74.0,F,high,0,53.58
318,user_318@hotmail.com,2020-11-18,DE,69.0,F,medium,0,33.6
319,user_319@gmail.com,2020-04-26,IT,66.0,F,very_high,No,76.95
320,user_320@yahoo.es,2022-11-06,IT,19.0,M,very_high,no,26.52
321,user_321@hotmail.com,2020-06-13,US,18.0,F,high,yes,89.15
322,user_322@gmail.com,2021-01-15,RO,65.0,M,medium,1,7.14
323,user_323@yahoo.es,2020-05-20,DE,29.0,M,low,no,83.55
324,user_324@hotmail.com,2023-05-03,US,22.0,F,low,no,9.16
325,user_325@gmail.com,2020-05-19,DE,54.0,F,medium,1,5.61
326,  user_326@yahoo.es,2023-10-14,RO,49.0,M,medium,No,36.33
327,user_327@hotmail.com,2021-04-26,GB,72.0,M,low,yes,95.65
328,user_328@gmail.com,2022-04-06,US,26.0,F,medium,Yes,98.35
329,user_329@yahoo.es,2020-09-02,DE,58.0,M,low,0,20.21
330,user_330@hotmail.com,2023-03-12,FR,52.0,M,high,True,14.86
331,user_331@gmail.com,2021-05-19,PL,36.0,M,low,yes,35.3
332,user_332@yahoo.es,2023-03-31,NL,65.0,F,medium,0,33.71
333,user_333@hotmail.com,2023-05-02,NL,33.0,M,high,1,75.96
334,user_334@gmail.com,2020-03-22,TR,20.0,Prefer not to say,low,0,44.4
335,user_335@yahoo.es,2023-06-22,TR,37.0,F,medium,False,77.99
336,user_336@hotmail.com,2020-06-16,ES,41.0,Prefer not to say,high,False,74.87
337,user_337@gmail.com,2022-05-08,NL,71.0,F,medium,True,57.83
338,user_338@yahoo.es,2023-09-08,RO,73.0,M,low,Yes,83.35
339,user_339@hotmail.com,2023-04-10,RO,50.0,M,,0,19.56
340,user_340@gmail.com,2023-03-03,IT,41.0,M,medium,False,16.18
341,user_341@yahoo.es,2022-12-06,FR,69.0,M,medium,Yes,75.07
342,user_342@hotmail.com,2021-10-09,US,28.0,F,low,yes,24.48
343,user_343@gmail.com,2021-06-18,PL,66.0,M,medium,yes,0.28
344,user_344@yahoo.es,2021-02-22,ES,25.0,M,medium,False,91.2
345,user_345@hotmail.com,2023-10-03,ES,53.0,M,high,Yes,62.29
346,user_346@gmail.com,2021-10-05,FR,,F,medium,Yes,44.49
347,user_347@yahoo.es,2021-05-03,NL,57.0,M,,False,72.57
348,user_348@hotmail.com,2021-06-27,US,37.0,M,,No,33.33
349,user_349@gmail.com,2022-03-21,IT,52.0,M,high,1,95.37
350,  user_350@yahoo.es,2020-09-25,PL,65.0,F,medium,Yes,6.86
351,user_351@hotmail.com,2023-10-07,ES,42.0,F,medium,yes,64.09
352,user_352@gmail.com,2023-08-14,ES,52.0,M,medium,No,77.73
353,user_353@yahoo.es,2021-09-06,FR,42.0,M,high,0,46.91
354,user_354@hotmail.com,2022-07-25,DE,46.0,M,medium,No,75.5
355,user_355@gmail.com,2021-10-09,US,35.0,M,medium,False,92.69
356,user_356@yahoo.es,2020-05-28,US,63.0,F,medium,No,74.4
357,user_357@hotmail.com,2020-01-20,ES,35.0,F,high,1,30.94
358,user_358@gmail.com,07-27-2022,RO,19.0,M,medium,False,56.18
359,user_359@yahoo.es,2023-06-26,TR,,F,medium,True,91.16
360,user_360@hotmail.com,2023-02-27,FR,52.0,M,medium,0,44.91
361,user_361@gmail.com,2020-07-23,FR,33.0,F,medium,yes,68.17
362,user_362@yahoo.es,2020-05-30,GB,58.0,F,very_high,True,46.55
363,user_363@hotmail.com,2023-01-06,GB,53.0,M,high,No,12.13
364,user_364@gmail.com,12/03/2021,PL,50.0,F,medium,Yes,5.86
365,user_365@yahoo.es,2022-11-02,IT,21.0,M,medium,No,95.23
366,user_366@hotmail.com,2021-06-27,IT,50.0,M,,no,61.25
367,user_367@gmail.com,2020-09-28,GB,31.0,,medium,yes,10.38
368,user_368@yahoo.es,2021-12-15,US,38.0,M,very_high,yes,85.74
369,user_369@hotmail.com,2020-05-20,NL,65.0,F,low,no,52.27
370,user_370@gmail.com,2021-05-15,DE,37.0,F,low,Yes,77.19
371,user_371@yahoo.es,2022-01-26,US,73.0,F,low,True,12.68
372,user_372@hotmail.com,2021-08-06,NL,25.0,F,medium,True,90.69
